Type,Name,Floorplan,Breakable,Cookable,Dirtyable,Fillable,Moveable,Openable,Pickupable,Receptacle,Sliceable,Toggleable,CanUseUp,ChangeTempHot,ChangeTempCold,Mass,SalientMaterials,CompatibleReceptacles
GarbageCan,GarbageCan_d6972843,7,False,False,False,False,True,False,False,True,False,False,False,False,False,0.699999988079071,Plastic,None
PepperShaker,PepperShaker_3e4d22b9,7,False,False,False,False,False,False,True,False,False,False,False,False,False,0.14000000059604645,"Metal, Glass","DiningTable, TVStand, CoffeeTable, SideTable, CounterTop, Drawer, Cabinet, Shelf"
Lettuce,Lettuce_e2f52489,7,False,False,False,False,False,False,True,False,True,False,False,False,False,0.4699999988079071,Food,"Pot, Pan, Bowl, Fridge, Plate, Sink, SinkBasin, DiningTable, TVStand, CoffeeTable, SideTable, CounterTop, GarbageCan"
ButterKnife,ButterKnife_cd30f7c9,7,False,False,False,False,False,False,True,False,False,False,False,False,False,0.07999999821186066,Metal,"Pot, Pan, Bowl, Mug, Plate, Cup, Sink, SinkBasin, DiningTable, TVStand, CoffeeTable, SideTable, Desk, CounterTop, Drawer"
StoveKnob,StoveKnob_0bc39df7,7,False,False,False,False,False,False,False,False,False,True,False,False,False,0.0,None,None
StoveKnob,StoveKnob_af71691f,7,False,False,False,False,False,False,False,False,False,True,False,False,False,0.0,None,None
StoveKnob,StoveKnob_48ebc3eb,7,False,False,False,False,False,False,False,False,False,True,False,False,False,0.0,None,None
StoveKnob,StoveKnob_64f360a6,7,False,False,False,False,False,False,False,False,False,True,False,False,False,0.0,None,None
Bread,Bread_68d3e43b,7,False,False,False,False,False,False,True,False,True,False,False,False,False,0.699999988079071,Food,"Microwave, Fridge, DiningTable, TVStand, CoffeeTable, SideTable, Desk, CounterTop, GarbageCan, Plate"
Vase,Vase_2fcacd27,7,True,False,False,False,False,False,True,False,False,False,False,False,False,1.0,Ceramic,"Box, Dresser, Desk, Cart, Cabinet, DiningTable, TVStand, CoffeeTable, SideTable, CounterTop, Shelf, Safe"
Toaster,Toaster_29639fae,7,False,False,False,False,True,False,False,True,False,True,False,True,False,5.0,Metal,None
DishSponge,DishSponge_0939815f,7,False,False,False,False,False,False,True,False,False,False,False,False,False,0.029999997466802597,Sponge,"Pot, Pan, Bowl, Plate, Box, Toilet, Cart, Cart, BathtubBasin, Bathtub, Sink, SinkBasin, Cabinet, DiningTable, TVStand, CoffeeTable, SideTable, CounterTop, Shelf, Drawer, GarbageCan"
Apple,Apple_831b7414,7,False,False,False,False,False,False,True,False,True,False,False,False,False,0.20000000298023224,Food,"Pot, Pan, Bowl, Microwave, Fridge, Plate, Sink, SinkBasin, DiningTable, TVStand, CoffeeTable, SideTable, Desk, CounterTop, GarbageCan, Dresser"
Pan,Pan_3057f98c,7,False,False,True,False,False,False,True,True,False,False,False,False,False,0.6700000166893005,Metal,"DiningTable, CounterTop, TVStand, CoffeeTable, SideTable, Sink, SinkBasin, Cabinet, StoveBurner, Fridge"
Chair,Chair_e7d96977,7,False,False,False,False,True,False,False,True,False,False,False,False,False,10.0,Wood,None
Spoon,Spoon_9e4b33b1,7,False,False,False,False,False,False,True,False,False,False,False,False,False,0.03999999910593033,Metal,"Pot, Pan, Bowl, Mug, Plate, Cup, Sink, SinkBasin, DiningTable, TVStand, CoffeeTable, SideTable, CounterTop, Drawer"
CoffeeMachine,CoffeeMachine_889272b1,7,False,False,False,False,True,False,False,True,False,True,False,True,False,5.0,Plastic,None
HousePlant,HousePlant_bf145aed,7,False,False,False,True,True,False,False,False,False,False,False,False,False,3.0,"Ceramic, Organic",None
SoapBottle,SoapBottle_3b6465d3,7,False,False,False,False,False,False,True,False,False,False,False,False,False,0.4000000059604645,Plastic,"Dresser, Desk, Toilet, Cart, Bathtub, Sink, Cabinet, DiningTable, TVStand, CoffeeTable, SideTable, CounterTop, Shelf, Drawer, GarbageCan"
Mug,Mug_a7600f7c,7,True,False,True,True,False,False,True,True,False,False,False,False,False,1.0,Ceramic,"SinkBasin, Cabinet, DiningTable, TVStand, CoffeeTable, SideTable, CounterTop, Shelf"
Faucet,Faucet_393b8bdd,7,False,False,False,False,False,False,False,False,False,True,False,False,False,0.0,None,None
ShelvingUnit,ShelvingUnit_1d9837fd,7,False,False,False,False,True,False,False,False,False,False,False,False,False,22.0,Wood,None
Statue,Statue_613dd3d7,7,True,False,False,False,False,False,True,False,False,False,False,False,False,1.0,Stone,"Box, Dresser, Desk, Cart, DiningTable, TVStand, CoffeeTable, SideTable, CounterTop, Shelf, Safe"
Statue,Statue_f7c94053,7,True,False,False,False,False,False,True,False,False,False,False,False,False,1.0,Metal,"Box, Dresser, Desk, Cart, DiningTable, TVStand, CoffeeTable, SideTable, CounterTop, Shelf, Safe"
Stool,Stool_677a1d3c,7,False,False,False,False,True,False,False,True,False,False,False,False,False,3.180000066757202,Wood,None
Stool,Stool_5c245f5d,7,False,False,False,False,True,False,False,True,False,False,False,False,False,3.180000066757202,Wood,None
Bowl,Bowl_12896869,7,True,False,True,True,False,False,True,True,False,False,False,False,False,0.4699999988079071,Glass,"Microwave, Fridge, Dresser, Desk, Sink, SinkBasin, Cabinet, DiningTable, TVStand, CoffeeTable, SideTable, CounterTop, Shelf"
Chair,Chair_aacb63f2,7,False,False,False,False,True,False,False,True,False,False,False,False,False,10.0,Wood,None
Chair,Chair_bb493852,7,False,False,False,False,True,False,False,True,False,False,False,False,False,10.0,Wood,None
Drawer,Drawer_f5e2c021,8,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
Drawer,Drawer_4763be7a,8,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
Sink,Sink_05186a9b,8,False,False,False,False,False,False,False,True,False,False,False,False,False,0.0,None,None
Cabinet,Cabinet_d06b042f,8,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
Cabinet,Cabinet_5a25d74a,8,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
Cabinet,Cabinet_a670f727,8,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
Cabinet,Cabinet_06c35f2d,8,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
Cabinet,Cabinet_ad109784,8,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
Cabinet,Cabinet_b2083f0f,8,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
Cabinet,Cabinet_73ea6061,8,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
Cabinet,Cabinet_f99bc589,8,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
Cabinet,Cabinet_60f95e5c,8,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
Cabinet,Cabinet_c16a648b,8,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
Cabinet,Cabinet_17aa7842,8,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
Drawer,Drawer_f9590ce9,8,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
Cabinet,Cabinet_38f99a29,8,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
Cabinet,Cabinet_1ab4a3fc,8,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
Cabinet,Cabinet_cad2be4a,8,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
Drawer,Drawer_27c40a5d,8,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
StoveBurner,StoveBurner_4c8deda5,8,False,False,False,False,False,False,False,True,False,False,False,True,False,0.0,None,None
Cabinet,Cabinet_4e05e113,8,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
CounterTop,CounterTop_33a09da5,8,False,False,False,False,False,False,False,True,False,False,False,False,False,0.0,None,None
Floor,Floor_dcf6397e,8,False,False,False,False,False,False,False,True,False,False,False,False,False,1.0,Ceramic,None
Drawer,Drawer_706091f0,8,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
CounterTop,CounterTop_178f4ac2,8,False,False,False,False,False,False,False,True,False,False,False,False,False,0.0,None,None
StoveBurner,StoveBurner_8e73643b,8,False,False,False,False,False,False,False,True,False,False,False,True,False,0.0,None,None
CounterTop,CounterTop_325755cd,8,False,False,False,False,False,False,False,True,False,False,False,False,False,0.0,None,None
Cabinet,Cabinet_9774cf9e,8,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
Drawer,Drawer_b948a3db,8,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
Drawer,Drawer_0fbf3e72,8,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
CounterTop,CounterTop_6fb3562d,8,False,False,False,False,False,False,False,True,False,False,False,False,False,0.0,None,None
Cabinet,Cabinet_0960b2f4,8,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
StoveBurner,StoveBurner_26b735e2,8,False,False,False,False,False,False,False,True,False,False,False,True,False,0.0,None,None
Drawer,Drawer_a573c0fb,8,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
StoveBurner,StoveBurner_d732e367,8,False,False,False,False,False,False,False,True,False,False,False,True,False,0.0,None,None
LightSwitch,LightSwitch_3ef37b57,8,False,False,False,False,False,False,False,False,False,True,False,False,False,0.0,None,None
Tomato,Tomato_53a48213,8,False,False,False,False,False,False,True,False,True,False,False,False,False,0.11999998986721039,Food,"DiningTable, TVStand, CoffeeTable, SideTable, CounterTop, Sink, SinkBasin, Pot, Bowl, Fridge, GarbageCan, Plate"
StoveKnob,StoveKnob_2318f6c5,8,False,False,False,False,False,False,False,False,False,True,False,False,False,0.0,None,None
StoveKnob,StoveKnob_1892fc04,8,False,False,False,False,False,False,False,False,False,True,False,False,False,0.0,None,None
StoveKnob,StoveKnob_8841cd0d,8,False,False,False,False,False,False,False,False,False,True,False,False,False,0.0,None,None
StoveKnob,StoveKnob_e3aa4c98,8,False,False,False,False,False,False,False,False,False,True,False,False,False,0.0,None,None
Bottle,Glassbottle_7aa63258,8,True,False,False,True,False,False,True,False,False,False,False,False,False,0.20000000298023224,Glass,"Fridge, Box, Dresser, Desk, Sink, SinkBasin, Cabinet, DiningTable, TVStand, CoffeeTable, SideTable, CounterTop, Shelf, GarbageCan"
CoffeeMachine,CoffeeMachine_b5f1f808,8,False,False,False,False,True,False,False,True,False,True,False,True,False,5.0,Plastic,None
Knife,Knife_42181f82,8,False,False,False,False,False,False,True,False,False,False,False,False,False,0.18000000715255737,"Metal, Plastic","Pot, Pan, Bowl, Mug, Plate, Sink, SinkBasin, DiningTable, TVStand, CoffeeTable, SideTable, CounterTop, Drawer"
Plate,Plate_b9204a1b,8,True,False,True,False,False,False,True,True,False,False,False,False,False,0.6200000047683716,Ceramic,"Microwave, Fridge, Dresser, Desk, Sink, Sink, SinkBasin, Cabinet, DiningTable, TVStand, CoffeeTable, SideTable, CounterTop, Shelf"
Fork,Fork_86ee4efd,8,False,False,False,False,False,False,True,False,False,False,False,False,False,0.03999999910593033,Metal,"Pot, Pan, Bowl, Mug, Plate, Cup, Sink, SinkBasin, DiningTable, TVStand, CoffeeTable, SideTable, CounterTop, Drawer"
Ladle,Ladle_15ec318a,8,False,False,False,False,False,False,True,False,False,False,False,False,False,0.07999999821186066,"Metal, Plastic","Pot, Pan, Bowl, Plate, Sink, SinkBasin, Cabinet, DiningTable, TVStand, CoffeeTable, SideTable, CounterTop, Drawer"
GarbageCan,GarbageCan_285186b4,8,False,False,False,False,True,False,False,True,False,False,False,False,False,0.699999988079071,Metal,None
Potato,Potato_3d275479,8,False,True,False,False,False,False,True,False,True,False,False,False,False,0.18000000715255737,Food,"Pot, Pan, Bowl, Microwave, Fridge, Plate, Sink, SinkBasin, DiningTable, TVStand, CoffeeTable, SideTable, CounterTop, GarbageCan"
Lettuce,Lettuce_89bcbd5a,8,False,False,False,False,False,False,True,False,True,False,False,False,False,0.4699999988079071,Food,"Pot, Pan, Bowl, Fridge, Plate, Sink, SinkBasin, DiningTable, TVStand, CoffeeTable, SideTable, CounterTop, GarbageCan"
HousePlant,HousePlant_ee2b778b,8,False,False,False,True,True,False,False,False,False,False,False,False,False,3.0,"Ceramic, Organic",None
Kettle,Kettle_93b526fd,8,False,False,False,True,False,True,True,False,False,False,False,False,False,0.800000011920929,"Metal, Plastic","DiningTable, TVStand, CoffeeTable, SideTable, CounterTop, Sink, SinkBasin, Cabinet, StoveBurner, Shelf"
Fridge,Fridge_9e8ef70f,8,False,False,False,False,False,True,False,True,False,False,False,False,True,0.0,None,None
Pen,Pen_6f5e5c78,8,False,False,False,False,False,False,True,False,False,False,False,False,False,0.005999999586492777,"Plastic, Metal","Mug, Box, Dresser, Desk, DiningTable, TVStand, CoffeeTable, SideTable, CounterTop, Shelf, Drawer, GarbageCan"
SaltShaker,SaltShaker_4e661daf,8,False,False,False,False,False,False,True,False,False,False,False,False,False,0.6000000238418579,"Metal, Glass","DiningTable, TVStand, CoffeeTable, SideTable, CounterTop, Drawer, Cabinet, Shelf"
Cup,Cup_8f4aed95,8,True,False,True,True,False,False,True,True,False,False,False,False,False,0.4000000059604645,Glass,"Microwave, Fridge, Dresser, Desk, Sink, SinkBasin, Cabinet, DiningTable, TVStand, CoffeeTable, SideTable, CounterTop, Shelf"
Window,Window_1660ef1d,8,True,False,False,False,False,False,False,False,False,False,False,False,False,0.0,None,None
Egg,Egg_bc048e7c,8,True,False,False,False,False,False,True,False,True,False,False,False,False,0.054999999701976776,Food,"Pot, Pan, Bowl, Microwave, Fridge, Plate, Sink, SinkBasin, DiningTable, TVStand, CoffeeTable, SideTable, CounterTop, GarbageCan"
Spatula,Spatula_680fd781,8,False,False,False,False,False,False,True,False,False,False,False,False,False,0.06499999761581421,"Metal, Plastic","Pot, Pan, Bowl, Plate, Sink, SinkBasin, DiningTable, TVStand, CoffeeTable, SideTable, CounterTop, Drawer"
Bowl,Bowl_64e9fb11,8,True,False,True,True,False,False,True,True,False,False,False,False,False,0.4699999988079071,Glass,"Microwave, Fridge, Dresser, Desk, Sink, SinkBasin, Cabinet, DiningTable, TVStand, CoffeeTable, SideTable, CounterTop, Shelf"
SprayBottle,SprayBottle_d9a740ae,8,False,False,False,False,False,False,True,False,False,False,False,False,False,0.10999999940395355,Plastic,"Dresser, Desk, Toilet, Cart, Cabinet, DiningTable, TVStand, CoffeeTable, SideTable, CounterTop, Shelf, Drawer, GarbageCan"
Pan,Pan_6861e3d6,8,False,False,True,False,False,False,True,True,False,False,False,False,False,0.6700000166893005,Metal,"DiningTable, CounterTop, TVStand, CoffeeTable, SideTable, Sink, SinkBasin, Cabinet, StoveBurner, Fridge"
SoapBottle,SoapBottle_8574b2d0,8,False,False,False,False,False,False,True,False,False,False,False,False,False,0.4000000059604645,"Metal, Glass","Dresser, Desk, Toilet, Cart, Bathtub, Sink, Cabinet, DiningTable, TVStand, CoffeeTable, SideTable, CounterTop, Shelf, Drawer, GarbageCan"
SinkBasin,SinkBasin_105923d1,8,False,False,False,False,False,False,False,True,False,False,False,False,False,0.0,None,None
Pot,Pot_5327138b,8,False,False,True,True,False,False,True,True,False,False,False,False,False,0.5699999928474426,Metal,"StoveBurner, Fridge, Sink, SinkBasin, Cabinet, DiningTable, TVStand, CoffeeTable, SideTable, CounterTop, Shelf"
ButterKnife,ButterKnife_af0f150b,8,False,False,False,False,False,False,True,False,False,False,False,False,False,0.07999999821186066,Metal,"Pot, Pan, Bowl, Mug, Plate, Cup, Sink, SinkBasin, DiningTable, TVStand, CoffeeTable, SideTable, Desk, CounterTop, Drawer"
Microwave,Microwave_a7adee9f,8,False,False,False,False,True,True,False,True,False,True,False,True,False,6.999999523162842,"Metal, Glass",None
PepperShaker,PepperShaker_5c2eb86f,8,False,False,False,False,False,False,True,False,False,False,False,False,False,0.23999997973442078,"Metal, Glass","DiningTable, TVStand, CoffeeTable, SideTable, CounterTop, Drawer, Cabinet, Shelf"
DishSponge,DishSponge_ae675412,8,False,False,False,False,False,False,True,False,False,False,False,False,False,0.029999997466802597,Sponge,"Pot, Pan, Bowl, Plate, Box, Toilet, Cart, Cart, BathtubBasin, Bathtub, Sink, SinkBasin, Cabinet, DiningTable, TVStand, CoffeeTable, SideTable, CounterTop, Shelf, Drawer, GarbageCan"
Toaster,Toaster_d43ef777,8,False,False,False,False,True,False,False,True,False,True,False,True,False,5.0,Metal,None
Bread,Bread_ad8874fb,8,False,False,False,False,False,False,True,False,True,False,False,False,False,0.699999988079071,Food,"Microwave, Fridge, DiningTable, TVStand, CoffeeTable, SideTable, Desk, CounterTop, GarbageCan, Plate"
Apple,Apple_6dd22d0f,8,False,False,False,False,False,False,True,False,True,False,False,False,False,0.20000000298023224,Food,"Pot, Pan, Bowl, Microwave, Fridge, Plate, Sink, SinkBasin, DiningTable, TVStand, CoffeeTable, SideTable, Desk, CounterTop, GarbageCan, Dresser"
Spoon,Spoon_ef667e32,8,False,False,False,False,False,False,True,False,False,False,False,False,False,0.03999999910593033,Metal,"Pot, Pan, Bowl, Mug, Plate, Cup, Sink, SinkBasin, DiningTable, TVStand, CoffeeTable, SideTable, CounterTop, Drawer"
Stool,Stool_38ea9800,8,False,False,False,False,True,False,False,True,False,False,False,False,False,3.180000066757202,Wood,None
Mug,Mug_7972a9c2,8,True,False,True,True,False,False,True,True,False,False,False,False,False,1.0,Ceramic,"SinkBasin, Cabinet, DiningTable, TVStand, CoffeeTable, SideTable, CounterTop, Shelf"
Faucet,Faucet_b17519d7,8,False,False,False,False,False,False,False,False,False,True,False,False,False,0.0,None,None
Sink,Sink_b7c6af59,9,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,None,None
CounterTop,CounterTop_a590cd5a,9,False,False,False,False,False,False,False,True,False,False,False,False,False,0.0,None,None
Cabinet,Cabinet_c40c46d7,9,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
Cabinet,Cabinet_93d44a1e,9,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
StoveBurner,StoveBurner_a0c5614f,9,False,False,False,False,False,False,False,True,False,False,False,True,False,0.0,None,None
Cabinet,Cabinet_6ef3cd91,9,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
Drawer,Drawer_505078e2,9,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
StoveBurner,StoveBurner_0f14e022,9,False,False,False,False,False,False,False,True,False,False,False,True,False,0.0,None,None
Cabinet,Cabinet_ca7bf303,9,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
Cabinet,Cabinet_cb96d17f,9,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
Cabinet,Cabinet_f2425b8d,9,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
Cabinet,Cabinet_b27a37f5,9,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
CounterTop,CounterTop_1f27b9d2,9,False,False,False,False,False,False,False,True,False,False,False,False,False,0.0,None,None
Cabinet,Cabinet_0ad93391,9,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
Drawer,Drawer_076d177b,9,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
Drawer,Drawer_d9071178,9,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
StoveBurner,StoveBurner_95b4e5e9,9,False,False,False,False,False,False,False,True,False,False,False,True,False,0.0,None,None
Drawer,Drawer_3d8a579d,9,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
Cabinet,Cabinet_adf60aaf,9,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
Drawer,Drawer_e8c61f21,9,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
Drawer,Drawer_38d0d559,9,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
Cabinet,Cabinet_4d188adf,9,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
Cabinet,Cabinet_f40321ad,9,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
Cabinet,Cabinet_915836f8,9,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
Cabinet,Cabinet_8b7b115c,9,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
Cabinet,Cabinet_20576372,9,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
Cabinet,Cabinet_3ef9b493,9,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
Cabinet,Cabinet_5f630a39,9,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
Cabinet,Cabinet_e5839a3b,9,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
Cabinet,Cabinet_2fc113ee,9,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
Cabinet,Cabinet_0accf330,9,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
Drawer,Drawer_3489cb02,9,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
Drawer,Drawer_cc89ef04,9,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
Cabinet,Cabinet_f4c1d7bf,9,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
Drawer,Drawer_1a634b3c,9,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
Cabinet,Cabinet_e966844f,9,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
CounterTop,CounterTop_1301aaa4,9,False,False,False,False,False,False,False,True,False,False,False,False,False,0.0,None,None
Cabinet,Cabinet_a2a0eb41,9,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
Cabinet,Cabinet_b74bf84a,9,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
StoveBurner,StoveBurner_a6c0ebe4,9,False,False,False,False,False,False,False,True,False,False,False,True,False,0.0,None,None
Cabinet,Cabinet_4abe0903,9,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
Cabinet,Cabinet_93992ba3,9,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
Cabinet,Cabinet_a04bdea8,9,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
Cabinet,Cabinet_d4d36b90,9,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
Faucet,Faucet_4c320f10,9,False,False,False,False,False,False,False,False,False,True,False,False,False,0.0,None,None
Drawer,Drawer_a4d88d4d,9,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
Drawer,Drawer_ed829edf,9,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
Floor,Floor_8db2358a,9,False,False,False,False,False,False,False,True,False,False,False,False,False,1.0,Ceramic,None
Cabinet,Cabinet_80b55591,9,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
SoapBottle,SoapBottle_448c1f1d,9,False,False,False,False,False,False,True,False,False,False,False,False,False,0.4000000059604645,"Metal, Glass","Dresser, Desk, Toilet, Cart, Bathtub, Sink, Cabinet, DiningTable, TVStand, CoffeeTable, SideTable, CounterTop, Shelf, Drawer, GarbageCan"
StoveKnob,StoveKnob_6331cdf7,9,False,False,False,False,False,False,False,False,False,True,False,False,False,0.0,None,None
StoveKnob,StoveKnob_df1274bf,9,False,False,False,False,False,False,False,False,False,True,False,False,False,0.0,None,None
StoveKnob,StoveKnob_c42a28ea,9,False,False,False,False,False,False,False,False,False,True,False,False,False,0.0,None,None
StoveKnob,StoveKnob_02e5d254,9,False,False,False,False,False,False,False,False,False,True,False,False,False,0.0,None,None
Plate,Plate_d6ba98ed,9,True,False,True,False,False,False,True,True,False,False,False,False,False,0.6200000047683716,Ceramic,"Microwave, Fridge, Dresser, Desk, Sink, Sink, SinkBasin, Cabinet, DiningTable, TVStand, CoffeeTable, SideTable, CounterTop, Shelf"
Toaster,Toaster_9b7fbf1a,9,False,False,False,False,True,False,False,True,False,True,False,True,False,5.0,Metal,None
Fork,Fork_9ea2ff52,9,False,False,False,False,False,False,True,False,False,False,False,False,False,0.03999999910593033,Metal,"Pot, Pan, Bowl, Mug, Plate, Cup, Sink, SinkBasin, DiningTable, TVStand, CoffeeTable, SideTable, CounterTop, Drawer"
LightSwitch,LightSwitch_fbeea3ba,9,False,False,False,False,False,False,False,False,False,True,False,False,False,0.0,None,None
Pot,Pot_d90a233c,9,False,False,True,True,False,False,True,True,False,False,False,False,False,0.5699999928474426,Metal,"StoveBurner, Fridge, Sink, SinkBasin, Cabinet, DiningTable, TVStand, CoffeeTable, SideTable, CounterTop, Shelf"
Bread,Bread_da9ce282,9,False,False,False,False,False,False,True,False,True,False,False,False,False,0.699999988079071,Food,"Microwave, Fridge, DiningTable, TVStand, CoffeeTable, SideTable, Desk, CounterTop, GarbageCan, Plate"
Egg,Egg_e3a017fe,9,True,False,False,False,False,False,True,False,True,False,False,False,False,0.054999999701976776,Food,"Pot, Pan, Bowl, Microwave, Fridge, Plate, Sink, SinkBasin, DiningTable, TVStand, CoffeeTable, SideTable, CounterTop, GarbageCan"
GarbageCan,GarbageCan_7001ed54,9,False,False,False,False,True,False,False,True,False,False,False,False,False,0.699999988079071,Plastic,None
Kettle,Kettle_17d67cc7,9,False,False,False,True,False,True,True,False,False,False,False,False,False,0.800000011920929,"Metal, Plastic","DiningTable, TVStand, CoffeeTable, SideTable, CounterTop, Sink, SinkBasin, Cabinet, StoveBurner, Shelf"
CoffeeMachine,CoffeeMachine_393a0ac5,9,True,False,False,False,True,False,False,True,False,True,False,True,False,5.0,Plastic,None
Fridge,Fridge_7474bea2,9,False,False,False,False,False,True,False,True,False,False,False,False,True,0.0,None,None
Tomato,Tomato_06396eff,9,False,False,False,False,False,False,True,False,True,False,False,False,False,0.11999998986721039,Food,"DiningTable, TVStand, CoffeeTable, SideTable, CounterTop, Sink, SinkBasin, Pot, Bowl, Fridge, GarbageCan, Plate"
Cup,Cup_e6caadfe,9,True,False,True,True,False,False,True,True,False,False,False,False,False,0.4000000059604645,Glass,"Microwave, Fridge, Dresser, Desk, Sink, SinkBasin, Cabinet, DiningTable, TVStand, CoffeeTable, SideTable, CounterTop, Shelf"
Window,Window_c53bcf8c,9,True,False,False,False,False,False,False,False,False,False,False,False,False,0.0,None,None
Spatula,Spatula_de81c531,9,False,False,False,False,False,False,True,False,False,False,False,False,False,0.06499999761581421,"Metal, Plastic","Pot, Pan, Bowl, Plate, Sink, SinkBasin, DiningTable, TVStand, CoffeeTable, SideTable, CounterTop, Drawer"
Apple,Apple_19e13338,9,False,False,False,False,False,False,True,False,True,False,False,False,False,0.20000000298023224,Food,"Pot, Pan, Bowl, Microwave, Fridge, Plate, Sink, SinkBasin, DiningTable, TVStand, CoffeeTable, SideTable, Desk, CounterTop, GarbageCan, Dresser"
Pan,Pan_929daa11,9,False,False,True,False,False,False,True,True,False,False,False,False,False,0.6700000166893005,Metal,"DiningTable, CounterTop, TVStand, CoffeeTable, SideTable, Sink, SinkBasin, Cabinet, StoveBurner, Fridge"
Lettuce,Lettuce_8e0a49f5,9,False,False,False,False,False,False,True,False,True,False,False,False,False,0.4699999988079071,Food,"Pot, Pan, Bowl, Fridge, Plate, Sink, SinkBasin, DiningTable, TVStand, CoffeeTable, SideTable, CounterTop, GarbageCan"
SinkBasin,SinkBasin_2094f36e,9,False,False,False,False,False,False,False,True,False,False,False,False,False,0.0,None,None
SaltShaker,SaltShaker_4e3e6f29,9,False,False,False,False,False,False,True,False,False,False,False,False,False,0.4000000059604645,"Metal, Glass","DiningTable, TVStand, CoffeeTable, SideTable, CounterTop, Drawer, Cabinet, Shelf"
